"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","P3_P5","Domestic demand","VPVOB","Constant prices, constant PPPs, OECD base year","1997","1997","USD","US Dollar","6","Millions","2015","2015",989526.001,,
"CAN","Canada","P3_P5","Domestic demand","VPVOB","Constant prices, constant PPPs, OECD base year","1998","1998","USD","US Dollar","6","Millions","2015","2015",1012534.497,,
"CAN","Canada","P3_P5","Domestic demand","VPVOB","Constant prices, constant PPPs, OECD base year","1999","1999","USD","US Dollar","6","Millions","2015","2015",1051928.008,,
"CAN","Canada","P3_P5","Domestic demand","VPVOB","Constant prices, constant PPPs, OECD base year","2000","2000","USD","US Dollar","6","Millions","2015","2015",1102981.476,,
"CAN","Canada","P3_P5","Domestic demand","VPVOB","Constant prices, constant PPPs, OECD base year","2001","2001","USD","US Dollar","6","Millions","2015","2015",1118238.189,,
"CAN","Canada","P3_P5","Domestic demand","VPVOB","Constant prices, constant PPPs, OECD base year","2002","2002","USD","US Dollar","6","Millions","2015","2015",1154906.853,,
"CAN","Canada","P3_P5","Domestic demand","VPVOB","Constant prices, constant PPPs, OECD base year","2003","2003","USD","US Dollar","6","Millions","2015","2015",1202972.497,,
"CAN","Canada","P3_P5","Domestic demand","VPVOB","Constant prices, constant PPPs, OECD base year","2004","2004","USD","US Dollar","6","Millions","2015","2015",1251294.195,,
"CAN","Canada","P3_P5","Domestic demand","VPVOB","Constant prices, constant PPPs, OECD base year","2005","2005","USD","US Dollar","6","Millions","2015","2015",1313340.046,,
"CAN","Canada","P3_P5","Domestic demand","VPVOB","Constant prices, constant PPPs, OECD base year","2006","2006","USD","US Dollar","6","Millions","2015","2015",1369313.761,,
"CAN","Canada","P3_P5","Domestic demand","VPVOB","Constant prices, constant PPPs, OECD base year","2007","2007","USD","US Dollar","6","Millions","2015","2015",1419339.252,,
"CAN","Canada","P3_P5","Domestic demand","VPVOB","Constant prices, constant PPPs, OECD base year","2008","2008","USD","US Dollar","6","Millions","2015","2015",1459636.893,,
"CAN","Canada","P3_P5","Domestic demand","VPVOB","Constant prices, constant PPPs, OECD base year","2009","2009","USD","US Dollar","6","Millions","2015","2015",1418783.358,,
"CAN","Canada","P3_P5","Domestic demand","VPVOB","Constant prices, constant PPPs, OECD base year","2010","2010","USD","US Dollar","6","Millions","2015","2015",1492419.709,,
"CAN","Canada","P3_P5","Domestic demand","VPVOB","Constant prices, constant PPPs, OECD base year","2011","2011","USD","US Dollar","6","Millions","2015","2015",1542949.346,,
"CAN","Canada","P3_P5","Domestic demand","VPVOB","Constant prices, constant PPPs, OECD base year","2012","2012","USD","US Dollar","6","Millions","2015","2015",1574507.522,,
"CAN","Canada","P3_P5","Domestic demand","VPVOB","Constant prices, constant PPPs, OECD base year","2013","2013","USD","US Dollar","6","Millions","2015","2015",1608548.965,,
"CAN","Canada","P3_P5","Domestic demand","VPVOB","Constant prices, constant PPPs, OECD base year","2014","2014","USD","US Dollar","6","Millions","2015","2015",1636440.924,,
"CAN","Canada","P3_P5","Domestic demand","VPVOB","Constant prices, constant PPPs, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",1634856.704,,
"CAN","Canada","P3_P5","Domestic demand","VPVOB","Constant prices, constant PPPs, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",1642092.077,,
"CAN","Canada","P3_P5","Domestic demand","VPVOB","Constant prices, constant PPPs, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",1710570.098,,
"CAN","Canada","P3_P5","Domestic demand","VPVOB","Constant prices, constant PPPs, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",1749237.569,,
"CAN","Canada","P3_P5","Domestic demand","VPVOB","Constant prices, constant PPPs, OECD base year","2019","2019","USD","US Dollar","6","Millions","2015","2015",1776313.7,,
"CAN","Canada","P3_P5","Domestic demand","VPVOB","Constant prices, constant PPPs, OECD base year","2020","2020","USD","US Dollar","6","Millions","2015","2015",1674183.484,,
"CAN","Canada","P3_P5","Domestic demand","VPVOB","Constant prices, constant PPPs, OECD base year","2021","2021","USD","US Dollar","6","Millions","2015","2015",1783207.024,,
