"REF_DATE","GEO","DGUID","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1987","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","197847","","","","0"
"1988","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","205610","","","","0"
"1989","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","214292","","","","0"
"1990","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","223314","","","","0"
"1991","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","227663","","","","0"
"1992","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","231201","","","","0"
"1993","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","231584","","","","0"
"1994","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","232562","","","","0"
"1995","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","241481","","","","0"
"1996","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","255651","","","","0"
"1997","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","271255","","","","0"
"1998","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","287641","","","","0"
"1999","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","302618","","","","0"
"2000","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","310744","","","","0"
"2001","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","316610","","","","0"
"2002","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","322110","","","","0"
"2003","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","327646","","","","0"
"2004","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","330464","","","","0"
"2005","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","334753","","","","0"
"2006","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","339814","","","","0"
"2007","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","344092","","","","0"
"2008","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","347720","","","","0"
"2009","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","350343","","","","0"
"2010","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","353355","","","","0"
"2011","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","355908","","","","0"
"2012","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","359678","","","","0"
"2013","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","366520","","","","0"
"2014","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","376139","","","","0"
"2015","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","383926","","","","0"
"2016","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","393567","","","","0"
"2017","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","408520","","","","0"
"2018","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","426261","","","","0"
"2019","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","444670","","","","0"
"2020","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","461836","","","","0"
"2021","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","483425","","","","0"
"2022","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","523712","","","","0"
"1980","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","95545","","","","0"
"1981","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","98670","","","","0"
"1982","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","101876","","","","0"
"1983","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","105845","","","","0"
"1984","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","110284","","","","0"
"1985","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","113985","","","","0"
"1986","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","117533","","","","0"
"1987","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","122109","","","","0"
"1988","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","126186","","","","0"
"1989","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","131402","","","","0"
"1990","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","136109","","","","0"
"1991","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","140689","","","","0"
"1992","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","146167","","","","0"
"1993","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","151988","","","","0"
"1994","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","157689","","","","0"
"1995","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","164037","","","","0"
"1996","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","167329","","","","0"
"1997","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","169758","","","","0"
"1998","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","170414","","","","0"
"1999","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","172154","","","","0"
"2000","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","180580","","","","0"
"2001","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","193407","","","","0"
"2002","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","207702","","","","0"
"2003","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","222106","","","","0"
"2004","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","236083","","","","0"
"2005","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","244573","","","","0"
"2006","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","250967","","","","0"
"2007","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","254352","","","","0"
"2008","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","258368","","","","0"
"2009","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","260800","","","","0"
"2010","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","265780","","","","0"
"2011","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","271772","","","","0"
"2012","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","277039","","","","0"
"2013","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","280963","","","","0"
"2014","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","284239","","","","0"
"2015","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","287196","","","","0"
"2016","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","290923","","","","0"
"2017","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","295899","","","","0"
"2018","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","302432","","","","0"
"2019","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","312059","","","","0"
"2020","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","320906","","","","0"
"2021","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","330100","","","","0"
"2022","Ontario","2016A000235","Both sexes","80 to 84 years","Persons","249","units","0","v468834","7.1.88","342044","","","","0"
"1980","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","47514","","","","0"
"1981","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","49848","","","","0"
"1982","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","51877","","","","0"
"1983","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","53390","","","","0"
"1984","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","55256","","","","0"
"1985","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","57320","","","","0"
"1986","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","59468","","","","0"
"1987","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","62305","","","","0"
"1988","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","64937","","","","0"
"1989","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","68137","","","","0"
"1990","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","70735","","","","0"
"1991","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","72340","","","","0"
"1992","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","74512","","","","0"
"1993","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","76968","","","","0"
"1994","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","79695","","","","0"
"1995","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","82296","","","","0"
"1996","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","85465","","","","0"
"1997","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","88169","","","","0"
"1998","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","91464","","","","0"
"1999","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","95323","","","","0"
"2000","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","99659","","","","0"
"2001","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","102522","","","","0"
"2002","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","105432","","","","0"
"2003","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","107208","","","","0"
"2004","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","109891","","","","0"
"2005","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","117705","","","","0"
"2006","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","128753","","","","0"
"2007","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","138391","","","","0"
"2008","Ontario","2016A000235","Both sexes","85 to 89 years","Persons","249","units","0","v468837","7.1.89","147797","","","","0"
