"REF_DATE","GEO","DGUID","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2006","Ontario","2016A000235","Both sexes","45 to 49 years","Persons","249","units","0","v468747","7.1.61","1024342","","","","0"
"2007","Ontario","2016A000235","Both sexes","45 to 49 years","Persons","249","units","0","v468747","7.1.61","1047402","","","","0"
"2008","Ontario","2016A000235","Both sexes","45 to 49 years","Persons","249","units","0","v468747","7.1.61","1073932","","","","0"
"2009","Ontario","2016A000235","Both sexes","45 to 49 years","Persons","249","units","0","v468747","7.1.61","1094063","","","","0"
"2010","Ontario","2016A000235","Both sexes","45 to 49 years","Persons","249","units","0","v468747","7.1.61","1099812","","","","0"
"2011","Ontario","2016A000235","Both sexes","45 to 49 years","Persons","249","units","0","v468747","7.1.61","1081119","","","","0"
"2012","Ontario","2016A000235","Both sexes","45 to 49 years","Persons","249","units","0","v468747","7.1.61","1056981","","","","0"
"2013","Ontario","2016A000235","Both sexes","45 to 49 years","Persons","249","units","0","v468747","7.1.61","1024155","","","","0"
"2014","Ontario","2016A000235","Both sexes","45 to 49 years","Persons","249","units","0","v468747","7.1.61","992797","","","","0"
"2015","Ontario","2016A000235","Both sexes","45 to 49 years","Persons","249","units","0","v468747","7.1.61","968011","","","","0"
"2016","Ontario","2016A000235","Both sexes","45 to 49 years","Persons","249","units","0","v468747","7.1.61","960850","","","","0"
"2017","Ontario","2016A000235","Both sexes","45 to 49 years","Persons","249","units","0","v468747","7.1.61","955076","","","","0"
"2018","Ontario","2016A000235","Both sexes","45 to 49 years","Persons","249","units","0","v468747","7.1.61","948302","","","","0"
"2019","Ontario","2016A000235","Both sexes","45 to 49 years","Persons","249","units","0","v468747","7.1.61","940366","","","","0"
"2020","Ontario","2016A000235","Both sexes","45 to 49 years","Persons","249","units","0","v468747","7.1.61","931833","","","","0"
"2021","Ontario","2016A000235","Both sexes","45 to 49 years","Persons","249","units","0","v468747","7.1.61","921126","","","","0"
"2022","Ontario","2016A000235","Both sexes","45 to 49 years","Persons","249","units","0","v468747","7.1.61","920118","","","","0"
"1980","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","469629","","","","0"
"1981","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","471574","","","","0"
"1982","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","473758","","","","0"
"1983","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","474392","","","","0"
"1984","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","473304","","","","0"
"1985","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","470402","","","","0"
"1986","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","468850","","","","0"
"1987","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","469181","","","","0"
"1988","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","472215","","","","0"
"1989","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","482728","","","","0"
"1990","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","491896","","","","0"
"1991","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","504719","","","","0"
"1992","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","520922","","","","0"
"1993","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","542638","","","","0"
"1994","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","562983","","","","0"
"1995","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","582459","","","","0"
"1996","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","608188","","","","0"
"1997","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","656403","","","","0"
"1998","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","694553","","","","0"
"1999","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","727457","","","","0"
"2000","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","761709","","","","0"
"2001","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","791641","","","","0"
"2002","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","797746","","","","0"
"2003","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","810844","","","","0"
"2004","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","833389","","","","0"
"2005","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","860955","","","","0"
"2006","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","887843","","","","0"
"2007","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","918272","","","","0"
"2008","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","946766","","","","0"
"2009","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","972516","","","","0"
"2010","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","998740","","","","0"
"2011","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","1028247","","","","0"
"2012","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","1047592","","","","0"
"2013","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","1068422","","","","0"
"2014","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","1085394","","","","0"
"2015","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","1089706","","","","0"
"2016","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","1075341","","","","0"
"2017","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","1052226","","","","0"
"2018","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","1021115","","","","0"
"2019","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","991714","","","","0"
"2020","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","968473","","","","0"
"2021","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","957494","","","","0"
"2022","Ontario","2016A000235","Both sexes","50 to 54 years","Persons","249","units","0","v468765","7.1.67","952509","","","","0"
"1980","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","446699","","","","0"
"1981","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","452097","","","","0"
"1982","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","454720","","","","0"
"1983","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","458657","","","","0"
"1984","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","459687","","","","0"
"1985","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","463076","","","","0"
"1986","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","466286","","","","0"
"1987","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","469178","","","","0"
"1988","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","470014","","","","0"
"1989","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","470356","","","","0"
"1990","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","468404","","","","0"
"1991","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","466839","","","","0"
"1992","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","467137","","","","0"
"1993","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","470826","","","","0"
"1994","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","481064","","","","0"
"1995","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","489953","","","","0"
"1996","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","500697","","","","0"
"1997","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","515136","","","","0"
"1998","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","534945","","","","0"
"1999","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","553709","","","","0"
"2000","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","573195","","","","0"
"2001","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","600579","","","","0"
"2002","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","650017","","","","0"
"2003","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","689169","","","","0"
"2004","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","722182","","","","0"
"2005","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","754674","","","","0"
"2006","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","782581","","","","0"
"2007","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","787885","","","","0"
"2008","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","801973","","","","0"
"2009","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","824532","","","","0"
"2010","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","852843","","","","0"
"2011","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","878821","","","","0"
"2012","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","908006","","","","0"
"2013","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","936047","","","","0"
"2014","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","959982","","","","0"
"2015","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","982043","","","","0"
"2016","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","1007466","","","","0"
"2017","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","1028171","","","","0"
"2018","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","1050314","","","","0"
"2019","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","1068817","","","","0"
"2020","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","1073477","","","","0"
"2021","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","1060833","","","","0"
"2022","Ontario","2016A000235","Both sexes","55 to 59 years","Persons","249","units","0","v468786","7.1.73","1037514","","","","0"
"1980","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","342815","","","","0"
"1981","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","359886","","","","0"
"1982","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","380157","","","","0"
"1983","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","401922","","","","0"
"1984","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","422102","","","","0"
"1985","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","430511","","","","0"
"1986","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","435876","","","","0"
"1987","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","441282","","","","0"
"1988","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","446954","","","","0"
"1989","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","448984","","","","0"
"1990","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","452127","","","","0"
"1991","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","454082","","","","0"
"1992","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","457544","","","","0"
"1993","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","459123","","","","0"
"1994","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","460274","","","","0"
"1995","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","459658","","","","0"
"1996","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","458965","","","","0"
"1997","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","459482","","","","0"
"1998","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","462079","","","","0"
"1999","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","469225","","","","0"
"2000","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","475942","","","","0"
"2001","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","486408","","","","0"
"2002","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","503276","","","","0"
"2003","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","524872","","","","0"
"2004","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","546355","","","","0"
"2005","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","566281","","","","0"
"2006","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","591893","","","","0"
"2007","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","637955","","","","0"
"2008","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","675920","","","","0"
"2009","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","709028","","","","0"
"2010","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","744059","","","","0"
"2011","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","771125","","","","0"
"2012","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","774004","","","","0"
"2013","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","786729","","","","0"
"2014","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","806510","","","","0"
"2015","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","831612","","","","0"
"2016","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","856710","","","","0"
"2017","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","886324","","","","0"
"2018","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","913507","","","","0"
"2019","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","938589","","","","0"
"2020","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","961550","","","","0"
"2021","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","985219","","","","0"
"2022","Ontario","2016A000235","Both sexes","60 to 64 years","Persons","249","units","0","v468804","7.1.79","1004860","","","","0"
"1980","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","302161","","","","0"
"1981","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","307254","","","","0"
"1982","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","311230","","","","0"
"1983","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","310888","","","","0"
"1984","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","311661","","","","0"
"1985","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","322422","","","","0"
"1986","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","339632","","","","0"
"1987","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","360075","","","","0"
"1988","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","380892","","","","0"
"1989","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","401417","","","","0"
"1990","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","411570","","","","0"
"1991","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","417241","","","","0"
"1992","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","420295","","","","0"
"1993","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","424213","","","","0"
"1994","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","424246","","","","0"
"1995","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","427174","","","","0"
"1996","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","431046","","","","0"
"1997","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","434894","","","","0"
"1998","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","436852","","","","0"
"1999","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","437277","","","","0"
"2000","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","435923","","","","0"
"2001","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","435654","","","","0"
"2002","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","436865","","","","0"
"2003","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","440391","","","","0"
"2004","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","449060","","","","0"
"2005","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","455816","","","","0"
"2006","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","468309","","","","0"
"2007","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","484815","","","","0"
"2008","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","505594","","","","0"
"2009","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","525615","","","","0"
"2010","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","545176","","","","0"
"2011","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","570269","","","","0"
"2012","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","616006","","","","0"
"2013","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","654852","","","","0"
"2014","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","686061","","","","0"
"2015","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","716078","","","","0"
"2016","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","739710","","","","0"
"2017","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","745693","","","","0"
"2018","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","757993","","","","0"
"2019","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","779167","","","","0"
"2020","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","804055","","","","0"
"2021","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","827732","","","","0"
"2022","Ontario","2016A000235","Both sexes","65 to 69 years","Persons","249","units","0","v468825","7.1.85","855432","","","","0"
"1980","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","224880","","","","0"
"1981","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","232628","","","","0"
"1982","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","240340","","","","0"
"1983","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","249167","","","","0"
"1984","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","258205","","","","0"
"1985","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","267391","","","","0"
"1986","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","272712","","","","0"
"1987","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","277205","","","","0"
"1988","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","277623","","","","0"
"1989","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","280218","","","","0"
"1990","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","291737","","","","0"
"1991","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","308364","","","","0"
"1992","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","326435","","","","0"
"1993","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","344431","","","","0"
"1994","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","361414","","","","0"
"1995","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","369140","","","","0"
"1996","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","374095","","","","0"
"1997","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","377436","","","","0"
"1998","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","381460","","","","0"
"1999","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","383014","","","","0"
"2000","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","387138","","","","0"
"2001","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","392506","","","","0"
"2002","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","396991","","","","0"
"2003","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","399343","","","","0"
"2004","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","400754","","","","0"
"2005","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","400448","","","","0"
"2006","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","400991","","","","0"
"2007","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","403361","","","","0"
"2008","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","409207","","","","0"
"2009","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","419815","","","","0"
"2010","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","429734","","","","0"
"2011","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","441675","","","","0"
"2012","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","455534","","","","0"
"2013","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","474736","","","","0"
"2014","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","493339","","","","0"
"2015","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","510659","","","","0"
"2016","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","534238","","","","0"
"2017","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","578468","","","","0"
"2018","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","614185","","","","0"
"2019","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","645303","","","","0"
"2020","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","674487","","","","0"
"2021","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","697969","","","","0"
"2022","Ontario","2016A000235","Both sexes","70 to 74 years","Persons","249","units","0","v468828","7.1.86","702717","","","","0"
"1980","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","157354","","","","0"
"1981","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","162103","","","","0"
"1982","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","167422","","","","0"
"1983","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","172541","","","","0"
"1984","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","178382","","","","0"
"1985","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","183902","","","","0"
"1986","Ontario","2016A000235","Both sexes","75 to 79 years","Persons","249","units","0","v468831","7.1.87","190057","","","","0"
