"COUNTRY","Country","PRODUCT","Product","PLANT","Plant","BALANCE","Balance","TIME","Time","Value","Flag Codes","Flags"
"NOR","Norway","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2006","2006",0,,
"NOR","Norway","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2007","2007",0,,
"NOR","Norway","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2008","2008",0,,
"NOR","Norway","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2009","2009",0,,
"NOR","Norway","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2010","2010",0,,
"NOR","Norway","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2011","2011",0,,
"NOR","Norway","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2012","2012",0,,
"NOR","Norway","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2013","2013",0,,
"NOR","Norway","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2014","2014",0,,
"NOR","Norway","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2015","2015",0,,
"NOR","Norway","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2016","2016",0,,
"NOR","Norway","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2017","2017",0,,
"NOR","Norway","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2018","2018",0.18,,
"NOR","Norway","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2019","2019",0.173,,
"NOR","Norway","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2020","2020",0.104,,
"NOR","Norway","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2021","2021",0.807,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1990","1990",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1991","1991",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1992","1992",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1993","1993",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1994","1994",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1995","1995",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1996","1996",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1997","1997",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1998","1998",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1999","1999",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2000","2000",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2001","2001",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2002","2002",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2003","2003",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2004","2004",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2005","2005",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2006","2006",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2007","2007",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2008","2008",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2009","2009",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2010","2010",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2011","2011",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2012","2012",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2013","2013",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2014","2014",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2015","2015",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2016","2016",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2017","2017",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2018","2018",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2019","2019",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2020","2020",0,,
"POL","Poland","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2021","2021",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1990","1990",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1991","1991",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1992","1992",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1993","1993",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1994","1994",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1995","1995",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1996","1996",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1997","1997",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1998","1998",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1999","1999",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2000","2000",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2001","2001",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2002","2002",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2003","2003",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2004","2004",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2005","2005",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2006","2006",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2007","2007",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2008","2008",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2009","2009",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2010","2010",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2011","2011",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2012","2012",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2013","2013",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2014","2014",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2015","2015",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2016","2016",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2017","2017",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2018","2018",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2019","2019",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2020","2020",0,,
"POL","Poland","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2021","2021",0,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1990","1990",0,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1991","1991",0,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1992","1992",0,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1993","1993",0,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1994","1994",0,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1995","1995",0,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1996","1996",0,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1997","1997",0,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1998","1998",0,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1999","1999",0,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2000","2000",0,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2001","2001",0,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2002","2002",0,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2003","2003",0,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2004","2004",0,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2005","2005",0,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2006","2006",0,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2007","2007",0,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2008","2008",0,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2009","2009",3,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2010","2010",1,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2011","2011",1,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2012","2012",0,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2013","2013",1,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2014","2014",0,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2015","2015",4,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2016","2016",3,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2017","2017",2.386,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2018","2018",2.041,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2019","2019",1.988,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2020","2020",1.858,,
"POL","Poland","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2021","2021",1.714,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1990","1990",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1991","1991",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1992","1992",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1993","1993",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1994","1994",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1995","1995",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1996","1996",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1997","1997",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1998","1998",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1999","1999",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2000","2000",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2001","2001",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2002","2002",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2003","2003",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2004","2004",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2005","2005",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2006","2006",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2007","2007",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2008","2008",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2009","2009",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2010","2010",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2011","2011",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2012","2012",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2013","2013",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2014","2014",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2015","2015",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2016","2016",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2017","2017",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2018","2018",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2019","2019",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2020","2020",0,,
"PRT","Portugal","CFPRODUCT057","     Other liquid biofuels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2021","2021",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1990","1990",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1991","1991",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1992","1992",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1993","1993",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1994","1994",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1995","1995",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1996","1996",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1997","1997",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1998","1998",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1999","1999",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2000","2000",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2001","2001",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2002","2002",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2003","2003",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2004","2004",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2005","2005",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2006","2006",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2007","2007",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2008","2008",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2009","2009",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2010","2010",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2011","2011",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2012","2012",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2013","2013",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2014","2014",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2015","2015",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2016","2016",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2017","2017",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2018","2018",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2019","2019",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2020","2020",0,,
"PRT","Portugal","CFPRODUCT055","     Biogasoline","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2021","2021",0,,
"PRT","Portugal","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1990","1990",0,,
"PRT","Portugal","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1991","1991",0,,
"PRT","Portugal","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1992","1992",0,,
"PRT","Portugal","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1993","1993",0,,
"PRT","Portugal","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1994","1994",0,,
"PRT","Portugal","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1995","1995",0,,
"PRT","Portugal","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1996","1996",0,,
"PRT","Portugal","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1997","1997",0,,
"PRT","Portugal","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1998","1998",0,,
"PRT","Portugal","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","1999","1999",0,,
"PRT","Portugal","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2000","2000",0,,
"PRT","Portugal","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2001","2001",0,,
"PRT","Portugal","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2002","2002",0,,
"PRT","Portugal","CFPRODUCT056","     Biodiesels","CFPLANT007","Total plants","CFBALANCE003","Gross electricity production (GWh)","2003","2003",0,,
